Power                   Time
321.6047045048063	0.256
321.6047045048063	0.268
321.6047045048063	0.28
321.6047045048063	0.292
321.6047045048063	0.304
321.6047045048063	0.316
321.6047045048063	0.328
321.6047045048063	0.34
321.6047045048063	0.352
321.6047045048063	0.364
321.6047045048063	0.376
321.6047045048063	0.388
321.6047045048063	0.4
321.6047045048063	0.412
321.6047045048063	0.424
321.6047045048063	0.436
321.6047045048063	0.448
321.6047045048063	0.46
321.6047045048063	0.472
321.6047045048063	0.484
321.6047045048063	0.496
321.6047045048063	0.508
321.6047045048063	0.52
321.6047045048063	0.532
321.6047045048063	0.544
321.6047045048063	0.556
321.6047045048063	0.568
321.6047045048063	0.58
321.6047045048063	0.592
321.6047045048063	0.604
321.6047045048063	0.616
321.6047045048063	0.628
321.6047045048063	0.64
321.6047045048063	0.652
321.6047045048063	0.664
321.6047045048063	0.676
321.6047045048063	0.688
321.6047045048063	0.7
321.6047045048063	0.712
321.6047045048063	0.724
321.6047045048063	0.736
321.6047045048063	0.748
321.6047045048063	0.76
321.6047045048063	0.772
321.6047045048063	0.784
321.6047045048063	0.796
321.6047045048063	0.808
321.6047045048063	0.82
321.6047045048063	0.832
321.6047045048063	0.844
321.6047045048063	0.856
321.6047045048063	0.868
321.6047045048063	0.88
321.6047045048063	0.892
321.6047045048063	0.904
321.6047045048063	0.916
321.6047045048063	0.928
321.6047045048063	0.94
321.6047045048063	0.952
321.6047045048063	0.964
321.6047045048063	0.976
321.6047045048063	0.988
321.6047045048063	1.0
321.6047045048063	1.012
321.6047045048063	1.024
321.6047045048063	1.036
321.6047045048063	1.048
321.6047045048063	1.06
321.6047045048063	1.072
321.6047045048063	1.084
321.6047045048063	1.096
321.6047045048063	1.108
321.6047045048063	1.12
321.6047045048063	1.132
321.6047045048063	1.144
321.6047045048063	1.156
321.6047045048063	1.168
321.6047045048063	1.18
321.6047045048063	1.192
321.6047045048063	1.204
321.6047045048063	1.216
321.6047045048063	1.228
321.6047045048063	1.24
321.6047045048063	1.252
321.6047045048063	1.264
321.6047045048063	1.276
321.6047045048063	1.288
321.6047045048063	1.3
321.6047045048063	1.312
321.6047045048063	1.324
321.6047045048063	1.336
321.6047045048063	1.348
321.6047045048063	1.36
321.6047045048063	1.372
321.6047045048063	1.384
321.6047045048063	1.396
321.6047045048063	1.408
321.6047045048063	1.42
321.6047045048063	1.432
321.6047045048063	1.444
321.6047045048063	1.456
321.6047045048063	1.468
321.6047045048063	1.48
321.6047045048063	1.492
321.6047045048063	1.504
321.6047045048063	1.516
321.6047045048063	1.528
321.6047045048063	1.54
321.6047045048063	1.552
321.6047045048063	1.564
321.6047045048063	1.576
321.6047045048063	1.588
321.6047045048063	1.6
321.6047045048063	1.612
321.6047045048063	1.624
321.6047045048063	1.636
321.6047045048063	1.648
321.6047045048063	1.66
321.6047045048063	1.672
321.6047045048063	1.684
321.6047045048063	1.696
321.6047045048063	1.708
321.6047045048063	1.72
321.6047045048063	1.732
321.6047045048063	1.744
321.6047045048063	1.756
321.6047045048063	1.768
321.6047045048063	1.78
321.6047045048063	1.792
321.6047045048063	1.804
321.6047045048063	1.816
321.6047045048063	1.828
321.6047045048063	1.84
321.6047045048063	1.852
321.6047045048063	1.864
321.6047045048063	1.876
321.6047045048063	1.888
321.6047045048063	1.9
321.6047045048063	1.912
321.6047045048063	1.924
321.6047045048063	1.936
321.6047045048063	1.948
321.6047045048063	1.96
321.6047045048063	1.972
321.6047045048063	1.984
321.6047045048063	1.996
321.6047045048063	2.008
321.6047045048063	2.02
321.6047045048063	2.032
321.6047045048063	2.044
321.6047045048063	2.056
322.5028772360501	2.068
323.44173136686044	2.08
324.427894831667	2.092
325.46795385378965	2.104
326.568304138462	2.116
327.7349919431496	2.128
328.9735640914933	2.14
330.2889124138928	2.152
331.6851130079723	2.164
333.1652633936897	2.176
334.7312560171959	2.188
336.383589535894	2.2
338.1213875406888	2.212
339.942594861265	2.224
341.84428913528717	2.236
343.82299005737417	2.248
345.87485967056176	2.26
347.99587554418764	2.272
350.18215533069065	2.284
352.4303553373771	2.296
354.73799540243886	2.308
357.103610762358	2.32
359.52666708229646	2.332
362.0072908180374	2.344
364.54600791496813	2.356
367.14344797052695	2.368
369.7999193235367	2.38
372.5148003590391	2.392
375.28588022800005	2.404
378.10907254051534	2.416
380.97831368323824	2.428
383.88561016916196	2.44
386.82134836488495	2.452
389.7745536591838	2.464
392.73298083860874	2.476
395.68328312220706	2.488
398.61131717252573	2.5
401.50241261573933	2.512
404.3415532191602	2.524
407.11358099784735	2.536
409.80359860105017	2.548
412.3975690493043	2.56
414.88297231724255	2.572
417.2494851605528	2.584
419.4896987356823	2.596
421.5995869350625	2.608
423.57860016828596	2.62
425.42960348246896	2.632
427.1586834811156	2.644
428.7747505403312	2.656
430.2889991051698	2.668
431.7143970665202	2.68
433.0651063167181	2.692
434.3557583340522	2.704
435.60062387317384	2.716
436.8125975634735	2.728
438.00211310956075	2.74
439.17655898198	2.752
440.34044951519985	2.764
441.49611092177446	2.776
442.64436454059296	2.788
443.7849586692491	2.8
444.9167934087498	2.812
446.0382712366063	2.824
447.147945686373	2.836
448.2451938429477	2.848
449.33066379113717	2.86
450.4064600425859	2.872
451.47623606896514	2.884
452.5453722299126	2.896
453.62112294918813	2.908
454.712404113915	2.92
455.8289864232186	2.932
456.9802985765172	2.944
458.17436804237263	2.956
459.41719420097144	2.968
460.71257676593063	2.98
462.0621378148922	2.992
463.4652136545738	3.004
464.9187275086604	3.016
466.41747195303117	3.028
467.95520536798443	3.04
